Name,Description,URL
Max Pumperla,Max Pumperla is a data scientist and engineer specializing in deep learning and its applications. He currently works as a deep learning enginee...,https://www.packtpub.com/books/info/authors/max-pumperla
Alex Tellez,Alex Tellez is a life-long data hacker/enthusiast with a passion for data science and its application to business problems. He has a wealth of ...,https://www.packtpub.com/books/info/authors/alex-tellez
Antony Polukhin,"If you are wondering who is Antony Polukhin and could he be trusted to teach about C++ and Boost libraries, then here are some facts:  
  
  An...",https://www.packtpub.com/books/info/authors/antony-polukhin
Nathanael J. Anderson,"Nathanael J. Anderson has been developing software for over 20 years in a wide range of industries including games, time management, imaging,...",https://www.packtpub.com/books/info/authors/nathanael-j-anderson
Nathan Walker,"Nathan Walker has enjoyed the opportunity to work in the web/mobile app development arena for more than 15 years. He cofounded nStudio LLC, a...",https://www.packtpub.com/books/info/authors/nathan-walker
Ezra Schwartz,Ezra Schwartz is a multidisciplinary design leader with a holistic approach to experience strategy and design. He led projects in diverse set...,https://www.packtpub.com/books/info/authors/ezra-schwartz
Igor Wojda,Igor Wojda is an experienced engineer with over 11 years of experience in software development. His adventure with Android started a few year...,https://www.packtpub.com/books/info/authors/igor-wojda
Marcin Moskala,Marcin Moskala is an experienced Android developer who is always looking for ways to improve. He has been passionate about Kotlin since its e...,https://www.packtpub.com/books/info/authors/marcin-moskala
Kostas Dokos,"Kostas Dokos is currently a Computer Games Lecturer at Solent University of Southampton, UK. He has been working in the game industry since 201...",https://www.packtpub.com/books/info/authors/kostas-dokos
Orfeas Eleftheriou,"Orfeas Eleftheriou was born in Lesvos, a small Greek island in the Mediterranean Sea, and is currently a game developer based in Thessaloniki, ...",https://www.packtpub.com/books/info/authors/orfeas-eleftheriou
Dani Akash S,"Dani Akash S is a passionate, self-taught application developer who loves working on the JavaScript stack. He has worked on many JavaScript fra...",https://www.packtpub.com/books/info/authors/dani-akash
Jaroslaw Krochmalski,Jaroslaw Krochmalski is a passionate software designer and developer who specializes in the financial business domain. He has over 12 years...,https://www.packtpub.com/books/info/authors/jaroslaw-krochmalski
Tim Hoolihan,"Tim Hoolihan currently works at DialogTech, a marketing analytics company focused on conversations. He is the Senior Director of Data Science...",https://www.packtpub.com/books/info/authors/tim-hoolihan
Dr. Bharatendra Rai,Dr. Bharatendra Rai is Professor of Business Statistics and Operations Management in the Charlton College of Business at UMass Dartmouth. He ...,https://www.packtpub.com/books/info/authors/dr-bharatendra-rai
James Pogran,James Pogran has been working with computers in one way or another for over 15 years. His first job involved systems administration for a large...,https://www.packtpub.com/books/info/authors/james-pogran
Javier Fernández González,"Javier Fernández González is a software architect with almost 15 years experience in Java technologies. He has worked as a teacher, researc...",https://www.packtpub.com/books/info/authors/javier-fernández-gonzález
Elvadas Nono Woguia,"Elvadas Nono Woguia is a software engineer, consultant and Open Source tech enthusiast living in Paris area. Elvadas studied computer sciences ...",https://www.packtpub.com/books/info/authors/elvadas-nono-woguia
Manuel Singer,Manuel Singer works as a Senior Premier Field Engineer for Windows Client at Microsoft and is based in Germany. He has more than 10 years of ex...,https://www.packtpub.com/books/info/authors/manuel-singer
Jeff Stokes,"Jeff Stokes is a Windows / Microsoft Engineer currently employed at Microsoft. He specializes in Operating System Health, Reliability, and Perf...",https://www.packtpub.com/books/info/authors/jeff-stokes
Nathanael Anderson,"Nathanael Anderson has been developing software for over 20 years in a wide range of industries including games, time management, imaging, serv...",https://www.packtpub.com/books/info/authors/nathanael-anderson-0
Rahul Malewar,"Rahul Malewar has been working on various Data Warehousing tools for 10 years, mostly on Informatica Power Center. He has worked on various v...",https://www.packtpub.com/books/info/authors/rahul-malewar
Sasha Rosenbaum,"Sasha Rosenbaum helps Microsoft clients migrate their infrastructure and applications to the cloud, working as a technology solutions professio...",https://www.packtpub.com/books/info/authors/sasha-rosenbaum
Martin Wood,Martin Wood has spent almost 10 years spreading the word about ServiceNow. He has been lucky enough to see the company and platform grow from t...,https://www.packtpub.com/books/info/authors/martin-wood
Rui Miguel Forte,Rui Miguel Forte is currently the chief data scientist at Workable. He was born and raised in Greece and studied in the UK. He is an experience...,https://www.packtpub.com/books/info/authors/rui-miguel-forte
Ankit Jain,"Ankit Jain holds a bachelor's degree in computer science and engineering. He has 6 years, experience in designing and architecting solutio...",https://www.packtpub.com/books/info/authors/ankit-jain
Reuben Ward,"The Authors name is Reuben Ward, and he has helped people create their dreams in Unreal Engine!. Till date, he has helped over 450,000 people...",https://www.packtpub.com/books/info/authors/reuben-ward
Vasilis Tzivaras,Vasilis Tzivaras is a Computer Science Engineer who lives in Greece. He is the author of the Building a Quadcopter with Arduino book and is als...,https://www.packtpub.com/books/info/authors/vasilis-tzivaras
Malendra Hurbuns,"Malendra Hurbuns is from South Africa, and lives in New Zealand, working for an Australian Company as a senior software developer. He has been ...",https://www.packtpub.com/books/info/authors/malendra-hurbuns
Mithun Pattankar,"Mithun Pattankar, who hails from Kalaburgi and lives in Bangalore, India, works with the leading MNC as a consultant. He has been developing .N...",https://www.packtpub.com/books/info/authors/mithun-pattankar
Gábor Farkas,"Gábor Farkas is a PhD student at the University of Pécs's Institute of Geography. He holds a master's degree in geography, althou...",https://www.packtpub.com/books/info/authors/gábor-farkas
Abhimanyu Singh,"Abhimanyu Singh works as a Microsoft Dynamics 365 for Finance and Operations consultant. Since the start of his career in 2012, he has worked i...",https://www.packtpub.com/books/info/authors/abhimanyu-singh
Deepak Agarwal,Deepak Agarwal is a Microsoft Certified Professional who has more than 6 years of relevant experience. He has worked with different versions of...,https://www.packtpub.com/books/info/authors/deepak-agarwal
Yatish Patil,Yatish Patil is currently working with Saviant Consulting as a technical project manager. He has delivered enterprise IoT and analytics applica...,https://www.packtpub.com/books/info/authors/yatish-patil
Udita Gupta,"Udita Gupta is an experienced cloud engineer with a passion for developing customized solutions, especially on the Amazon Web Services Cloud pl...",https://www.packtpub.com/books/info/authors/udita-gupta
Dávid Natingga,"Dávid Natingga graduated in 2014 from Imperial College London in MEng Computing with a specialization in Artificial Intelligence. In 2011, he ...",https://www.packtpub.com/books/info/authors/dávid-tóth
Dr. M. O. Faruque Sarker,"Dr. M. O. Faruque Sarker is a software architect based in London, UK, where he has been shaping various Linux and open source software solution...",https://www.packtpub.com/books/info/authors/dr-m-o-faruque-sarker
Pradeeban Kathiravelu,"Pradeeban Kathiravelu is an open source evangelist. He is a Ph.D. researcher at INESC-ID Lisboa/Instituto Superior Tecnico, Universidade de Lis...",https://www.packtpub.com/books/info/authors/pradeeban-kathiravelu
Kurt Menke,"Kurt Menke, a certified GIS Professional (GISP), has been working in the GIS field since 1997. Prior to this, he worked as a professional arc...",https://www.packtpub.com/books/info/authors/kurt-menke
Raju Kumar Mishra,Raju Kumar Mishra is a consultant and corporate trainer for big data and programming. After completing his B. Tech from the Indian Institute ...,https://www.packtpub.com/books/info/authors/raju-kumar-mishra
Achyutuni Sri Krishna Rao,"Achyutuni Sri Krishna Rao is a Data Scientist, a Civil Engineer and an Author. He has spent last 4 years in developing many data science soluti...",https://www.packtpub.com/books/info/authors/achyutuni-sri-krishna-rao
Johan Yu,Johan Yu has more than 19 years of experience working in the IT sector across MNCs and at a leading Salesforce consulting company in the Asia-P...,https://www.packtpub.com/books/info/authors/johan-yu
João Gabriel Rodrigues de Oliveira,João Gabriel Rodrigues de Oliveira is a computer engineer and has a master in computer science. He is affiliated with the Federal University o...,https://www.packtpub.com/books/info/authors/joão-gabriel-rodrigues-de-oliveira
Soham Kamani,"Soham Kamani is a full-stack developer who has extensive experience in the JavaScript ecosystem. He works as a consultant, developing end-to-en...",https://www.packtpub.com/books/info/authors/soham-kamani
Ramesh Waghmare,"Ramesh Waghmare is a technology evangelist who has been in the IT industry for over 20 years and has extensively worked in ICT operations, soft...",https://www.packtpub.com/books/info/authors/ramesh-waghmare
Tomasz Janiszewski,Tomasz Janiszewski is a software engineer passionate about distributed systems. He believes in free and open source philosophy and occasionally...,https://www.packtpub.com/books/info/authors/tomasz-janiszewski
David Blomquist,David Blomquist been working with computers since the 1980s. His first computer was an Apple Macintosh and the first networked computer he ma...,https://www.packtpub.com/books/info/authors/david-blomquist
Kyle Nicodemus,Kyle Nicodemus is a graduate of the Rochester Institute of Technology’s B. Thomas Golisano College of Computing and Information Sciences. K...,https://www.packtpub.com/books/info/authors/kyle-nicodemus
Sridhar Rao,"Sridhar currently works as a Technical Lead at a leading MNC, where he is part of digital practice. He has over 10 years of experience primaril...",https://www.packtpub.com/books/info/authors/sridhar-rao
Rajesh Gunasundaram,"Rajesh Gunasundaram is a software architect, technical writer and blogger. He has over 15 years of experience in the IT industry, with more tha...",https://www.packtpub.com/books/info/authors/rajesh-gunasundaram
Mathieu Nayrolles,"Mathieu Nayrolles started his computer science studies in France and continued them in Montreal, Canada, where he now lives with his wife. He h...",https://www.packtpub.com/books/info/authors/mathieu-nayrolles
Nathaniel Felsen,"Nathaniel Felsen is a DevOps engineer who started working on DevOps engineering concepts over 10 years ago, before the term was even coined. He...",https://www.packtpub.com/books/info/authors/nathaniel-felson
Dan Van Boxel,"Dan Van Boxel is a data scientist and machine learning engineer with over 10 years of experience. He is most well-known for Dan Does Data, a ...",https://www.packtpub.com/books/info/authors/dan-van-boxel
Jordan Hudgens,"Jordan Hudgens is the CTO and founder of DevCamp, where he leads instruction and curriculum development for all the DevCamp and Bottega code sc...",https://www.packtpub.com/books/info/authors/jordan-hudgens
Steven Noble,"Steven Noble has been working on computer networks for over 25 years. He has designed, built, and installed networks for companies such as Fo...",https://www.packtpub.com/books/info/authors/steven-noble
David Mark Clements,"David Mark Clements is a principal architect with nearForm, specializing in Node, frontend web, and JavaScript performance.  
  He assists mult...",https://www.packtpub.com/books/info/authors/david-mark-clements
Kirill Shirinkin,Kirill Shirinkin is an IT consultant who focuses on Cloud technologies and DevOps practices. He has worked in companies of different sizes and ...,https://www.packtpub.com/books/info/authors/kirill-shirinkin
Christopher Bourez,Christopher Bourez graduated from Ecole Polytechnique and Ecole Normale Supérieure de Cachan in Paris in 2005 with a Master of Science in Math...,https://www.packtpub.com/books/info/authors/christopher-bourez
Viswa Viswanathan,Viswa Viswanathan is an associate professor of Computing and Decision Sciences at the Stillman School of Business in Seton Hall University. Aft...,https://www.packtpub.com/books/info/authors/viswa-viswanathan
Umesh Ram Sharma,"Umesh Ram Sharma is a developer with more than 8 years of experience in the architecture, design, and development of scalable and distributed c...",https://www.packtpub.com/books/info/authors/umesh-ram-sharma
Michal Krystyanczuk,"Michal Krystyanczuk is the co-founder of The Data Strategy, a start-up company based in Paris that builds artificial intelligence technologies ...",https://www.packtpub.com/books/info/authors/michal-krystyanczuk
Siddhartha Chatterjee,Siddhartha Chatterjee is an experienced data scientist with a strong focus in the area of machine learning and big data applied to digital (e-c...,https://www.packtpub.com/books/info/authors/siddhartha-chatterjee
Gerry Hampson,"Gerry Hampson is an author, blogger, and speaker. He is a senior consultant engineer with over twenty years of experience as an IT professional...",https://www.packtpub.com/books/info/authors/gerry-hampson
Diego Zanon,Diego Zanon is a full-stack developer for both JavaScript and .NET applications. He is passionate about understanding and trying new technologi...,https://www.packtpub.com/books/info/authors/diego-zanon
Pablo Perea,"Pablo Perea has been working as a designer for many years, mainly focusing on user experience, user interface, and mobile and web design for co...",https://www.packtpub.com/books/info/authors/pablo-perea
Pau Giner,"Pau Giner is a designer. He likes exploring and prototyping new ideas, and always has a pen to hand.  
  As part of the design team at the Wiki...",https://www.packtpub.com/books/info/authors/pau-giner
William Hurley,"William Hurley, is the chief technology officer at Forum One. He is responsible for partnering with clients to develop technical recommendation...",https://www.packtpub.com/books/info/authors/william-hurley
Chaz Chumley,"Chaz Chumley, ever since Chaz can remember, he has been picking up a crayon, a pencil, a pen, or a computer, whether to draw a picture, write a...",https://www.packtpub.com/books/info/authors/chaz-chumley
Sudheer Jonna,"Sudheer Jonna was born in Nellore, India. Currently, he works as a senior software engineer in Singapore. He completed his master's degree...",https://www.packtpub.com/books/info/authors/sudheer-jonna
Oleg Varaksin,"Oleg Varaksin is a senior software engineer living in the Black Forest, Germany. He is a graduate computer scientist who studied informatics at...",https://www.packtpub.com/books/info/authors/oleg-varaksin
Dmitry Sheiko,"Dmitry Sheiko is a web developer, blogger, and open source contributor, living and working in the lovely city of Frankfurt am Main, Germany.   ...",https://www.packtpub.com/books/info/authors/dmitry-sheiko
Bostjan Kaluza,"Bostjan Kaluza, PhD, is a researcher in artificial intelligence and machine learning. Bostjan is the chief data scientist at Evolven, a leading...",https://www.packtpub.com/books/info/authors/boštjan-kaluž
Vigneshwer Dhinakaran,"Vigneshwer Dhinakaran is an innovative data scientist with an artistic perception of technology and business, having over 3 years of experience...",https://www.packtpub.com/books/info/authors/vigneshwer-dhinakaran
Nic Jackson,"Nic Jackson is a software engineering evangelist working for notonthehighstreet.com, with over 20 years, experience in software development and...",https://www.packtpub.com/books/info/authors/nic-jackson
Jason Lee,"Jason Lee has been writing software professionally for over 20 years, but his love for computers started over a decade earlier, in the fourth g...",https://www.packtpub.com/books/info/authors/jason-lee
Sumit Kumar,"Sumit Kumar is a developer with industry insights in telecom and banking. At different junctures, he has worked as a Java and SQL developer, ...",https://www.packtpub.com/books/info/authors/sumit-kumar
Sourav Gulati,Sourav Gulati is associated with software industry for more than 7 years. He started his career with Unix/Linux and Java and then moved towar...,https://www.packtpub.com/books/info/authors/sourav-gulati
Prashant G Bhoyar,Prashant G Bhoyar is a Microsoft Office Server and Services MVP and a Microsoft Certified Professional. He is a trusted advisor and subject mat...,https://www.packtpub.com/books/info/authors/prashant-g-bhoyar
Martin Machado,"Martin Machado is an MCSD with over 15 years, experience in designing and implementing systems. He moved into consulting as a way to satisfy hi...",https://www.packtpub.com/books/info/authors/martin-machado
Steve Beaumont,"Steve Beaumont has worked for more years than he cares to admit within IT, starting with desktop support. He is now the Product Development Dir...",https://www.packtpub.com/books/info/authors/steve-beaumont-mvp
Andreas Baumgarten,Andreas Baumgarten is a Microsoft MVP and works as an IT Architect with the German IT service provider H&D International Group. He has been...,https://www.packtpub.com/books/info/authors/andreas-baumgarten-mvp
Samuel Erskine,"Samuel Erskine is a Systems Management Sr Technical Specialist, Trainer and Author , focused on System Center and MS Cloud technologies. Sam is...",https://www.packtpub.com/books/info/authors/samuel-erskine-mct
Michael Seidl,"Michael Seidl is a senior consultant and team leader in service management and automation, working for Base-IT, a Gold Partner in Systems Manag...",https://www.packtpub.com/books/info/authors/michael-seidl
Rushdi Shams,"Rushdi Shams has a Ph.D. on Application of machine learning in Natural Language Processing (NLP) problem areas from Western University, Canad...",https://www.packtpub.com/books/info/authors/rushdi-shams
Ankit Mishra,Ankit Mishra is a Senior Software Engineer with extensive IT experience in mission-critical development projects and architecture designs. He h...,https://www.packtpub.com/books/info/authors/ankit-mishra
Atmajitsinh Gohil,"Atmajitsinh Gohil works as a senior consultant at a consultancy firm in New York City. After graduating, he worked in the financial industry as...",https://www.packtpub.com/books/info/authors/atmajitsinh-gohil
Anubhava Srivastava,"Anubhava Srivastava has more than 22 years of professional experience in architecture, design, and software development. He specializes mainly ...",https://www.packtpub.com/books/info/authors/anubhava-srivastava
Aaron Solar,"With involvement in both manufacturing and service industries across multiple sectors, Aaron has 20+ years of BI, financial system, accountin...",https://www.packtpub.com/books/info/authors/aaron-solar
Tarek Ziadé,"Tarek Ziadé is a Python developer, located in the countryside near Dijon, France. He works at Mozilla in the services team. He founded a Frenc...",https://www.packtpub.com/books/info/authors/tarek-ziadé
Gerard Johansen,"Gerard Johansen is an information security professional with over a decade of experience in such areas as penetration testing, vulnerability ma...",https://www.packtpub.com/
Andrew Minteer,"Andrew Minteer is currently the senior director, data science and research at a leading global retail company. Prior to that, he served as the ...",https://www.packtpub.com/books/info/authors/andrew-minteer
Dr. Samik Sen,"Dr. Samik Sen is a theoretical physicist and loves thinking about hard problems. After his PH.D., in developing computational methods to solv...",https://www.packtpub.com/books/info/authors/dr-samik-sen
Romeo Kienzler,"Romeo Kienzler works as the chief data scientist in the IBM Watson IoT worldwide team, helping clients to apply advanced machine learning at sc...",https://www.packtpub.com/books/info/authors/romeo-kienzler
Jonathan McAllister,"Jonathan McAllister has been creating software and automations since he was a child. As an avid computer technologist, he has had 13 years'...",https://www.packtpub.com/books/info/authors/jonathan-mcallister
Dennis Vroegop,"Dennis Vroegop is a managing director at Interknowlogy Europe, a software architect, a speaker, and ten-time winner of the Microsoft MVP Award ...",https://www.packtpub.com/books/info/authors/dennis-vroegop
Bayo Erinle,"Bayo Erinle is an author and senior software engineer with over 11 years of experience in designing, developing, testing, and architecting soft...",https://www.packtpub.com/books/info/authors/bayo-erinle
Toby Weston,"Toby Weston -   Independent Software DeveloperI specialise in modern software development; functional and object-oriented programming, agile an...",https://www.packtpub.com/books/info/authors/toby-weston
Hamish Knight,Hamish Knight is a Computer Science undergraduate at the University of Bath in the UK with a passion for Swift. Hamish is always interested i...,https://www.packtpub.com/books/info/authors/hamish-knight
Cagatay Gurturk,"Cagatay Gurturk is a software engineer, internet enterpreneur, and cloud enthusiast.  
  After finishing his studies at the Istanbul Technical ...",https://www.packtpub.com/books/info/authors/cagatay-gurturk
Peter Lehto,Peter Lehto is a Principal Vaadin Expert with more than 8 years' expertise with Vaadin and related technologies. Peter works as a senior...,https://www.packtpub.com/books/info/authors/peter-lehto
James Kent Lewis,James Kent Lewis has been in the computer industry for over 35 years. He started out writing BASIC programs in high school and used punch cards...,https://www.packtpub.com/books/info/authors/james-kent-lewis
Mike Pfeiffer,"Mike Pfeiffer is a 20-year IT industry veteran, published author, and international conference speaker. He's a former architect for Amazon...",https://www.packtpub.com/books/info/authors/mike-pfeiffer
Nuno Mota,Nuno Mota is a Senior Microsoft Messaging Consultant currently working for a large sovereign wealth fund. He has been responsible for designing...,https://www.packtpub.com/books/info/authors/nuno-mota
Jonas Andersson,Jonas Andersson is devoted to constantly developing himself and his skills. He started out in the IT business in 2004 and initially worked in a...,https://www.packtpub.com/books/info/authors/jonas-andersson
Yannick Lefebvre,"Yannick Lefebvre is a plugin developer who has created multiple plugins on the official WordPress repository. His first creation, Link Library,...",https://www.packtpub.com/books/info/authors/yannick-lefebvre
Kevin Veroneau ,"Kevin Veroneau is a very active Python and Django developer who has worked for many start-ups, has an active Python blog, and has worked on a mag...",https://www.packtpub.com/books/info/authors/kevin-veroneau
Jon Witts,"Jon Witts has been working within the IT industry since 2001, and specifically within Educational IT since 2004. He was introduced to Linux bac...",https://www.packtpub.com/books/info/authors/jonathan-witts
Elton Stoneman,"Elton Stoneman has been a Microsoft MVP for 8 years and a Pluralsight author for 5 years, and now he works for Docker, Inc. Before joining Dock...",https://www.packtpub.com/books/info/authors/elton-stoneman
Giovanni Maruzzelli,"Giovanni Maruzzelli (  gmaruzz@OpenTelecom.IT  ) is heavily engaged with FreeSWITCH. In it, he wrote a couple of endpoint modules, and he is sp...",https://www.packtpub.com/books/info/authors/giovanni-maruzzelli
Anthony Minessale II,Anthony Minessale II is the primary author and founding member of the FreeSWITCH Open Source Soft-Switch. Anthony has spent around 20 years wor...,https://www.packtpub.com/books/info/authors/anthony-minessale
Rajesh R V,"Rajesh R V is a seasoned IT architect with extensive experience in diversified technologies and more than 18 years of airline IT experience.  
...",https://www.packtpub.com/books/info/authors/rajesh-rv
Ravi Wray,Ravi is a certified software developer/product manager. He is currently working as an Agile Project Manager at Globussoft. Ravi has also been a...,https://www.packtpub.com/books/info/authors/ravi-wray
Shishira Bhat,"Shishira currently heads Europe Operations and is responsible for leadership, strategic direction, and operational management. He leads the onl...",https://www.packtpub.com/books/info/authors/shishira-bhat
Mayur Makwana,"Mayur Makwana is been in IT professional for more than 8 years. For the last couple of years, he has been using Hyper-V. Currently, his role ...",https://www.packtpub.com/books/info/authors/mayur-makwana
Krishna Choppella,Krishna Choppella builds tools and client solutions in his role as a solutions architect for analytics at BAE Systems Applied Intelligence. He ...,https://www.packtpub.com/books/info/authors/krishna-choppella
Dr. Uday Kamath,Dr. Uday Kamath is the chief data scientist at BAE Systems Applied Intelligence. He specializes in scalable machine learning and has spent 20 y...,https://www.packtpub.com/books/info/authors/dr-uday-kamath
Riaz Ahmed,Riaz Ahmed is an IT professional with more than 25 years of experience in the field. He started his career in the early 1990s as a programmer a...,https://www.packtpub.com/books/info/authors/riaz-ahmed
Jennifer L. Reese,Jennifer L. Reese studied computer science at Tarleton State University. She also earned her M.Ed. from Tarleton in December 2016. She currentl...,https://www.packtpub.com/books/info/authors/jennifer-l-reese
Richard M. Reese,"Richard M. Reese has worked in both industry and academics. For 17 years, he worked in the telephone and aerospace industries, serving in sever...",https://www.packtpub.com/books/info/authors/richard-m-reese
Karol Król,"Karol Król is a WordPress developer, PHP programmer, professional blogger and writer. He has been building expertise in WordPress ever since h...",https://www.packtpub.com/books/info/authors/karol-król
Keith O’Malley,"Keith O’Malley, a Unity & Web developer/designer who loves coffee, music and games. He likes to be able to do everything, with a backgr...",https://www.packtpub.com/books/info/authors/keith-o’malley
Joel Lawhead,"Joel Lawhead is a PMI-certified Project Management Professional (PMP), a certified Geographic Information Systems Professional, and an award-w...",https://www.packtpub.com/books/info/authors/joel-lawhead
Daniel Lélis Baggio,Daniel Lélis Baggio started his work in computer vision through medical image processing at InCor (Instituto do Coração – Heart Institute...,https://www.packtpub.com/books/info/authors/daniel-lélis-baggio
Nick Pentreath,"Nick Pentreath has a background in financial markets, machine learning, and software development. He has worked at Goldman Sachs Group, Inc., ...",https://www.packtpub.com/books/info/authors/nick-pentreath
Andrew Fawcett,"Andrew Fawcett has over 25 years of experience, holding several software development-related roles with increasing focus and responsibility aro...",https://www.packtpub.com/books/info/authors/andrew-fawcett
Manish Vasani,"Manish Vasani is a Senior Software Developer working for Microsoft Corporation based in Redmond, WA, US. He is extremely passionate about worki...",https://www.packtpub.com/books/info/authors/manish-vasani
Alex Theedom,Alex Theedom is a senior Java developer with over 10 years of experience developing Spring and Enterprise Java applications in a variety of sec...,https://www.packtpub.com/books/info/authors/alex-theedom
Karl Whitford,"Karl Whitford has been involved in the tech industry for 10 years as a software engineer. He has a background in statistical machine learning, ...",https://www.packtpub.com/books/info/authors/karl-whitford
Vijay Kumar Velu,"Vijay Kumar Velu is a passionate information security practitioner, author, speaker, and blogger. He is currently working as associate director...",https://www.packtpub.com/books/info/authors/vijay-kumar-velu
Matija Lah,"Matija Lah has more than 15 years of experience working with Microsoft SQL Server, mostly from architecting data-centric solutions in the legal...",https://www.packtpub.com/books/info/authors/matija-lah
Daniel Arbuckle ,Daniel Arbuckle gained his PhD in Computer Science from the University of Southern California. He has published numerous papers along with seve...,https://www.packtpub.com/books/info/authors/daniel-arbuckle
Abhishek Andhavarapu,Abhishek Andhavarapu is a software engineer at eBay who enjoys working on highly scalable distributed systems. He has a master's degree in...,https://www.packtpub.com/books/info/authors/abhishek-andhavarapu
Yuxing Yan,"Yuxing Yan graduated from McGill University with a PhD in finance. Over the years, he has been teaching various finance courses at eight univer...",https://www.packtpub.com/books/info/authors/yuxing-yan
Nishant Verma,Nishant Verma is a co-founder of TestVagrant Technologies. It’s a service start-up addressing testing solutions for B2C companies with a focu...,https://www.packtpub.com/books/info/authors/nishant-verma
Ralph Winters,"Ralph Winters started his career as a database researcher for a music performing rights organization (he composed as well!), and then branched ...",https://www.packtpub.com/books/info/authors/ralph-winters
Francesco Azzola,Francesco Azzola is an electronic engineer with over 15 years of experience in computer programming and JEE architecture. He is SCEA certified ...,https://www.packtpub.com/books/info/authors/francesco-azzola
Prasenjit Sarkar,"Prasenjit Sarkar is a product manager at Oracle for their public cloud, with a focus on cloud strategy, Oracle Ravello, cloud-native applicatio...",https://www.packtpub.com/books/info/authors/prasenjit-sarkar
Christopher Kusek,"Christopher Kusek lives in Portland, Oregon where he is Chief Technology Officer and Executive VP of Engineering at Xiologix. With over 20 year...",https://www.packtpub.com/books/info/authors/christopher-kusek
Kevin Elder,"Kevin Elder lives in Portland, Oregon, and is a Principal Architect and Engineer at Xiologix LLC. With over 15 years of experience in IT, focus...",https://www.packtpub.com/books/info/authors/kevin-elder
Olgun Aydin,"Olgun is PhD candidate at Department of Statistics, Mimar Sinan University. He has been working on Deep Learning for his PhD thesis. Also wor...",https://www.packtpub.com/books/info/authors/olgun-aydin
Dishan Francis,"Dishan Francis is a technology consultant with 12 plus years of experience in the planning, design, and implementation of network technologies....",https://www.packtpub.com/books/info/authors/dishan-melroy-francis
Ian Wild,"Ian Wild is an experienced software developer, solutions architect, author, and educator with over 20 years' experience in the field of so...",https://www.packtpub.com/books/info/authors/ian-wild
Kallol Bosu Roy Choudhuri,"Kallol Bosu Roy Choudhuri is a passionate Arduino prototype creator. He is a professional computer science engineer, an IT enterprise architect...",https://www.packtpub.com/books/info/authors/kallol-bosu-roy-choudhuri
Chris Simmonds,Chris Simmonds is a software consultant and trainer living in southern England. He has almost two decades of experience in designing and buildi...,https://www.packtpub.com/books/info/authors/chris-simmonds
Sreeprakash Neelakantan,Sreeprakash Neelakantan is a Cloud and DevOps enthusiast based in India. He was the past Information Technology Manager- KLM Royal Dutch Airlin...,https://www.packtpub.com/books/info/authors/sreeprakash-neelakantan
Abhijit Dasgupta,"Abhijit Dasgupta is a data consultant working in the greater DC-Maryland-Virginia area, with several years of experience in biomedical consulti...",https://www.packtpub.com/books/info/authors/abhijit-dasgupta
Benjamin Bengfort,"Benjamin Bengfort is an experienced data scientist and Python developer who has worked in the military, industry, and academia for the past 8 y...",https://www.packtpub.com/books/info/authors/benjamin-bengfort
Sean Patrick Murphy,"Sean Patrick Murphy spent 15 years as a senior scientist at The Johns Hopkins University, Applied Physics Laboratory, where he focused on machi...",https://www.packtpub.com/books/info/authors/sean-patrick-murphy
Tony Ojeda,"Tony Ojeda is an accomplished data scientist and entrepreneur, with expertise in business process optimization and over a decade of experience ...",https://www.packtpub.com/books/info/authors/tony-ojeda
Prabhanjan Tattar,Prabhanjan Tattar has 9 years of experience as a statistical analyst. His main thurst has been to explain statistical and machine learning tech...,https://www.packtpub.com/books/info/authors/prabhanjan-tattar
Dara O'Beirne,Dara O’Beirne is a certified GIS Professional (GISP) with over 10 years of GIS and Python experience. He has earned both his bachelors and ma...,https://www.packtpub.com/books/info/authors/dara-o’beirne
Yrineu Rodrigues,"Yrineu Rodrigues has three years of experience in software-defined networking, with a solid background in algorithms and programming languages....",https://www.packtpub.com/books/info/authors/yrineu-rodrigues
Mohamed El-Serngawy,"Mohamed El-Serngawy has experience in virtualization platforms and security, and his curiosity about SDN and cloud computing led him to join In...",https://www.packtpub.com/books/info/authors/mohamed-el-serngawy
Rashmi Pujar,Rashmi Pujar is interested in new technology trends that are shaping today’s networks. With a background in networking and telecommunications...,https://www.packtpub.com/books/info/authors/rashmi-pujar
Jamie Goodyear,"Jamie Goodyear is an open source advocate, Apache developer, and computer systems analyst with Savoir Technologies. He has designed, critiqued,...",https://www.packtpub.com/books/info/authors/jamie-goodyear
Alexis de Talhouet,Alexis de Talhouët has always been interested in the way information is transmitted through a network. His background in computer science and ...,https://www.packtpub.com/books/info/authors/alexis-de-talhouet
Mathieu Lemay,"Mathieu Lemay is the CEO of Inocybe Technologies, a company founded in 2005, a SDN pioneer specializing in real-world OpenDaylight-based deploy...",https://www.packtpub.com/books/info/authors/mathieu-lemay
Jason Beltrame,"Jason Beltrame is a Systems Engineer for Cisco, living in the Eastern Pennsylvania Area. He has worked in the Network and Security field for 18...",https://www.packtpub.com/books/info/authors/jason-beltrame
Rahul Rai,"Rahul Rai is a technology consultant based in Sydney, Australia with over nine years of professional experience. He has been at the forefront o...",https://www.packtpub.com/books/info/authors/rahul-rai
Namit Tanasseri,Namit Tanasseri is a certified Microsoft Cloud Solutions Architect with more than 11 years of work experience. He started his career as a Softw...,https://www.packtpub.com/books/info/authors/namit-tanasseri
